title,pubDate,guid,link,description,category,sentiment_label,sentiment_score
England captain Buttler should be spared Afghanistan boycott decision,10 Jan 2025,https://www.aljazeera.com/sports/2025/1/10/england-captain-buttler-should-be-spared-afghanistan-boycott-decision,https://www.aljazeera.com/sports/2025/1/10/england-captain-buttler-should-be-spared-afghanistan-boycott-decision,Former England bowler Steve Harmison says any decision to boycott playing Afghanistan must not land with the captain.,sports,neutral,0.9996575117111206
Trump sentencing to proceed in New York after Supreme Court rejects appeal,10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/trump-sentencing-to-proceed-in-new-york-after-supreme-court-rejects-appeal,https://www.aljazeera.com/news/2025/1/10/trump-sentencing-to-proceed-in-new-york-after-supreme-court-rejects-appeal,Two conservative justices join three liberal members in a 5-4 decision to clear the way for the sentencing.,news,neutral,0.9997943043708801
Israeli settlers commit arson and vandalism in spate of West Bank attacks,10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/israeli-settlers-commit-arson-and-vandalism-in-spate-of-west-bank-attacks,https://www.aljazeera.com/news/2025/1/10/israeli-settlers-commit-arson-and-vandalism-in-spate-of-west-bank-attacks,Settlers burn Palestinian farm shed and spray racist slogans in Hebrew on the outskirts of Khirbet Abu Falah.,news,neutral,0.9991171956062317
Which Hollywood stars have lost their homes in the California wildfires?,10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/which-hollywood-stars-have-lost-their-homes-in-the-california-wildfires,https://www.aljazeera.com/news/2025/1/10/which-hollywood-stars-have-lost-their-homes-in-the-california-wildfires,Celebrities have lost homes but a social media post showing the Hollywood sign burning proved to be false.,news,negative,0.76889967918396
"Deaths from Israeli attacks in Gaza undercounted by 41 percent, study finds",10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/deaths-from-israeli-attacks-in-gaza-undercounted-by-41-percent-study-finds,https://www.aljazeera.com/news/2025/1/10/deaths-from-israeli-attacks-in-gaza-undercounted-by-41-percent-study-finds,The Lancet medical journal estimates actual number of deaths in first nine months of war much higher than official toll.,news,neutral,0.9897251129150391
"US accuses RSF of genocide, hurting the group’s drive for legitimacy",10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/sudan-rsf-tried-to-polish-its-image-but-its-crimes-are-being-recognised,https://www.aljazeera.com/news/2025/1/10/sudan-rsf-tried-to-polish-its-image-but-its-crimes-are-being-recognised,"Paramilitary force’s image tarnished by US genocide designation, say experts, as survivors hope for justice.",news,negative,0.9877475500106812
South Korea’s presidential security chief resigns after ‘bloodshed’ warning,10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/south-koreas-presidential-security-chief-resigns-after-bloodshed-warning,https://www.aljazeera.com/news/2025/1/10/south-koreas-presidential-security-chief-resigns-after-bloodshed-warning,Park Jong-joon says citizens concerned about violence if authorities push ahead with bid to arrest suspended president.,news,neutral,0.9921172261238098
Canada PM Justin Trudeau’s Liberal Party to elect new leader on March 9,10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/canada-pm-justin-trudeaus-liberal-party-to-elect-new-leader-on-march-9,https://www.aljazeera.com/news/2025/1/10/canada-pm-justin-trudeaus-liberal-party-to-elect-new-leader-on-march-9,Former Finance Minister Chrystia Freeland and former central banker Mark Carney poised to seek party leadership.,news,neutral,0.9997451901435852
"Australia violated rights of asylum seekers held in Nauru, UN watchdog says",10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/australia-violated-rights-of-asylum-seekers-held-in-nauru-un-watchdog-says,https://www.aljazeera.com/news/2025/1/10/australia-violated-rights-of-asylum-seekers-held-in-nauru-un-watchdog-says,UN Human Rights Committee ruling covers cases involving 25 refugees who endured years of arbitrary detention.,news,neutral,0.9998055100440979
Donald Trump says a meeting with Russia’s Vladimir Putin is being set up,10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/donald-trump-says-meeting-with-russias-vladimir-putin-being-set-up,https://www.aljazeera.com/news/2025/1/10/donald-trump-says-meeting-with-russias-vladimir-putin-being-set-up,Trump calls the Russia-Ukraine war ‘a bloody mess’ and signals his intention to discuss the conflict with Putin.,news,neutral,0.7655766010284424
"Meta, Facebook to drop fact-checkers: What does this mean for social media?",10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/meta-facebook-to-drop-fact-checkers-what-does-this-mean-for-social-media,https://www.aljazeera.com/news/2025/1/10/meta-facebook-to-drop-fact-checkers-what-does-this-mean-for-social-media,"Meta owned social media platforms ends third-party fact-checking, adopting community notes as its replacement.",news,neutral,0.9998807907104492
"Russia-Ukraine war: List of key events, day 1,051",10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/russia-ukraine-war-list-of-key-events-day-1051,https://www.aljazeera.com/news/2025/1/10/russia-ukraine-war-list-of-key-events-day-1051,"Here are the key developments on the 1,051st day of Russia’s full-scale invasion of Ukraine.",news,neutral,0.9998311996459961
‘An incredible trajectory’: Earth crossed 1.5C warming threshold in 2024,10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/earth-records-hottest-ever-year-in-2024-and-crosses-key-1-5c-threshold,https://www.aljazeera.com/news/2025/1/10/earth-records-hottest-ever-year-in-2024-and-crosses-key-1-5c-threshold,EU’s climate monitor says climate crisis is pushing temperatures to levels never experienced by modern humans.,news,negative,0.983336865901947
"Los Angeles fires burn 10,000 structures as new blaze spreads",10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/los-angeles-fires-burn-10000-structures-as-new-blaze-spreads,https://www.aljazeera.com/news/2025/1/10/los-angeles-fires-burn-10000-structures-as-new-blaze-spreads,Another blaze breaks out in West Hills as authorities battle to bring existing fires under control.,news,neutral,0.9939727187156677
‘Much more persecution’: Venezuela braces for Nicolas Maduro’s inauguration,10 Jan 2025,https://www.aljazeera.com/news/2025/1/10/much-more-persecution-venezuela-braces-for-nicolas-maduros-inauguration,https://www.aljazeera.com/news/2025/1/10/much-more-persecution-venezuela-braces-for-nicolas-maduros-inauguration,"On Friday, Maduro is set to start a third term. Will his inauguration continue his post-election crackdown on dissent?",news,neutral,0.9998363256454468
US House votes to advance bill to sanction ICC over Israel arrest warrants,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/us-house-votes-to-advance-bill-to-sanction-icc-over-israel-arrest-warrants,https://www.aljazeera.com/news/2025/1/9/us-house-votes-to-advance-bill-to-sanction-icc-over-israel-arrest-warrants,The legislation is in retaliation for the International Criminal Court seeking arrest warrants for Netanyahu over Gaza.,news,neutral,0.9998082518577576
"Real Madrid beat Mallorca, will play rivals Barcelona in Super Cup final",9 Jan 2025,https://www.aljazeera.com/sports/2025/1/9/real-madrid-meet-barcelona-in-supercopa-final-after-defeating-mallorca,https://www.aljazeera.com/sports/2025/1/9/real-madrid-meet-barcelona-in-supercopa-final-after-defeating-mallorca,European champions Real Madrid crush Mallorca 3-0 and will now play archrival Barcelona in the Spanish Super Cup final.,sports,neutral,0.9797907471656799
Elon Musk hosts leader of Germany’s far-right AfD on X ahead of election,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/elon-musk-urges-germans-to-back-far-right-afd-in-february-election,https://www.aljazeera.com/news/2025/1/9/elon-musk-urges-germans-to-back-far-right-afd-in-february-election,"Billionaire’s interest in Europe divides opinion – while some leaders raise alarm, Italy’s Meloni insists ‘no danger’.",news,negative,0.5084854960441589
Venezuela opposition leader arrested a day before Maduro’s inauguration,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/venezuela-opposition-leader-arrested-a-day-before-maduros-inauguration,https://www.aljazeera.com/news/2025/1/9/venezuela-opposition-leader-arrested-a-day-before-maduros-inauguration,Machado has since been freed after a brief detention following an appearance at an anti-Maduro protest on Thursday.,news,neutral,0.9997196793556213
Poland says it will protect Israel’s Netanyahu from potential arrest,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/poland-says-it-will-protect-benjamin-netanyahu-from-potential-arrest,https://www.aljazeera.com/news/2025/1/9/poland-says-it-will-protect-benjamin-netanyahu-from-potential-arrest,PM Donald Tusk says Israeli prime minister will not be detained despite ICC arrest warrant for Benjamin Netanyahu.,news,neutral,0.9997531771659851
Swiss national held by Iran on spying charges dies in prison,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/swiss-national-held-by-iran-on-spying-charges-dies-in-jail,https://www.aljazeera.com/news/2025/1/9/swiss-national-held-by-iran-on-spying-charges-dies-in-jail,"Swiss embassy in Tehran confirms death, seeks clarification on how prisoner died.",news,neutral,0.9997689127922058
"Who is Joseph Aoun, the new president of Lebanon?",9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/who-is-joseph-aoun-the-new-president-of-lebanon,https://www.aljazeera.com/news/2025/1/9/who-is-joseph-aoun-the-new-president-of-lebanon,"Joseph Aoun, the former Lebanese army commander, is country’s 14th president after a two-year vacancy.",news,neutral,0.9998549222946167
"Chad’s presidency attacked: Coup attempt, Boko Haram or ‘drunk’ fighters?",9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/chads-presidency-attacked-coup-attempt-boko-haram-or-drunk-fighters,https://www.aljazeera.com/news/2025/1/9/chads-presidency-attacked-coup-attempt-boko-haram-or-drunk-fighters,"Assault on N’Djamena comes amid visit by China FM, withdrawal of French troops, and instability caused by armed groups.",news,neutral,0.6054244041442871
Russia says closely watching Trump’s Greenland claims,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/russia-says-closely-watching-trumps-greenland-claims,https://www.aljazeera.com/news/2025/1/9/russia-says-closely-watching-trumps-greenland-claims,Europena Union foreign policy chief Kaja Kallas says that Greenland’s sovereignty must be respected.,news,neutral,0.9998375177383423
New York’s top court rejects Trump bid to delay hush-money case sentencing,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/new-yorks-top-court-rejects-trump-bid-to-delay-hush-money-case-sentencing,https://www.aljazeera.com/news/2025/1/9/new-yorks-top-court-rejects-trump-bid-to-delay-hush-money-case-sentencing,US president-elect is already appealing to Supreme Court to prevent sentencing this week for his criminal conviction.,news,neutral,0.9995156526565552
"Jimmy Carter honoured with state funeral in Washington, DC",9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/jimmy-carter-being-honoured-with-state-funeral-in-washington-dc,https://www.aljazeera.com/news/2025/1/9/jimmy-carter-being-honoured-with-state-funeral-in-washington-dc,"In eulogy, Joe Biden remembers former US president as a man with ‘character’ devoted to improving peoples’ lives.",news,neutral,0.9996040463447571
How big are the California wildfires – and why have they spread so quickly?,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/how-big-are-the-california-wildfires-and-why-did-they-spread-so-fast,https://www.aljazeera.com/news/2025/1/9/how-big-are-the-california-wildfires-and-why-did-they-spread-so-fast,"Here’s what started the deadly California wildfires, prompting the evacuation of about 180,000 people.",news,neutral,0.9983031749725342
South Africa’s sports minister joins calls for Afghanistan cricket boycott,9 Jan 2025,https://www.aljazeera.com/sports/2025/1/9/south-africas-sports-minister-joins-calls-for-afghanistan-cricket-boycott,https://www.aljazeera.com/sports/2025/1/9/south-africas-sports-minister-joins-calls-for-afghanistan-cricket-boycott,McKenzie urges his country’s cricket governing body not to honour the Champions Trophy fixture against Afghanistan.,sports,negative,0.6313004493713379
Lebanon parliament elects army chief Joseph Aoun as president,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/lebanon-parliament-elects-army-chief-joseph-aoun-as-president,https://www.aljazeera.com/news/2025/1/9/lebanon-parliament-elects-army-chief-joseph-aoun-as-president,Aoun is widely seen as the preferred pick of the United States and regional heavyweight Saudi Arabia.,news,neutral,0.999749481678009
Three Gaza hospitals face imminent closure as latest Israeli raids kill 50,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/three-gaza-hospitals-face-imminent-closure-as-latest-israeli-raids-kill-50,https://www.aljazeera.com/news/2025/1/9/three-gaza-hospitals-face-imminent-closure-as-latest-israeli-raids-kill-50,UN warns that lack of fuel threatens to shut down more medical facilities across the besieged territory.,news,negative,0.9971567392349243
Behind Trump’s threat: Why is Greenland so strategically important?,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/behind-trumps-threat-why-is-greenland-so-strategically-important,https://www.aljazeera.com/news/2025/1/9/behind-trumps-threat-why-is-greenland-so-strategically-important,The US president-elect does not rule out force to take over the Danish territory – home to a US military base.,news,neutral,0.9998763799667358
Why are Donald Trump’s allies cheering for Pakistan’s Imran Khan?,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/why-are-donald-trumps-allies-cheering-for-pakistans-imran-khan,https://www.aljazeera.com/news/2025/1/9/why-are-donald-trumps-allies-cheering-for-pakistans-imran-khan,"From Richard Grenell to Matt Gaetz, their comments reflect overseas PTI campaigning for Khan’s release. Will it work?",news,neutral,0.9998656511306763
Ukraine takes another bite out of Russia as Moscow’s offensive grinds on,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/ukraine-takes-another-bite-out-of-russia-as-moscow-grinds-on-in-donetsk,https://www.aljazeera.com/news/2025/1/9/ukraine-takes-another-bite-out-of-russia-as-moscow-grinds-on-in-donetsk,"Ukraine also announced significant investments in unmanned and long-range systems, where it has an edge.",news,positive,0.9995299577713013
Taliban calls India a ‘significant regional partner’ after officials meet,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/taliban-calls-india-a-significant-regional-partner-after-officials-meet,https://www.aljazeera.com/news/2025/1/9/taliban-calls-india-a-significant-regional-partner-after-officials-meet,Senior foreign ministry officials of two countries hold highest-level talks since group’s takeover of Kabul in 2021.,news,neutral,0.9997947812080383
Clashes in Mozambique as main opposition leader Mondlane returns from exile,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/clashes-in-mozambique-as-main-opposition-leader-mondlane-returns-from-exile,https://www.aljazeera.com/news/2025/1/9/clashes-in-mozambique-as-main-opposition-leader-mondlane-returns-from-exile,One man reportedly killed in deadly clashes with police as Mondlane lands in Maputo months after disputed vote.,news,neutral,0.9997013211250305
‘For Ethiopia’s heritage’: War hero’s family fights to reclaim stolen medal,9 Jan 2025,https://www.aljazeera.com/features/2025/1/9/for-ethiopias-heritage-family-fights-to-reclaim-a-heros-stolen-medal,https://www.aljazeera.com/features/2025/1/9/for-ethiopias-heritage-family-fights-to-reclaim-a-heros-stolen-medal,Medal Italian colonial soldiers stole from Prince Damtew resurfaces at auction 87 years after the war hero was executed.,features,neutral,0.9997057318687439
Brazil’s Neymar says FIFA World Cup 2026 will be his last,9 Jan 2025,https://www.aljazeera.com/sports/2025/1/9/brazils-neymar-says-fifa-world-cup-2026-will-be-his-last,https://www.aljazeera.com/sports/2025/1/9/brazils-neymar-says-fifa-world-cup-2026-will-be-his-last,Injury-prone forward wants to ‘work very hard’ to be with the Brazilian team at the next World Cup.,sports,neutral,0.9776883125305176
Syrians mark a month since al-Assad’s overthrow with concert in capital,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/syrians-mark-a-month-since-al-assads-overthrow-with-concert-in-capital,https://www.aljazeera.com/news/2025/1/9/syrians-mark-a-month-since-al-assads-overthrow-with-concert-in-capital,Thousands attend the concert in Damascus to mark the end of al-Assad family rule and almost 14 years of civil war.,news,neutral,0.9996862411499023
US withholds WADA dues; calls for reforms to global anti-doping watchdog,9 Jan 2025,https://www.aljazeera.com/sports/2025/1/9/us-withholds-wada-dues-calls-for-reforms-to-global-anti-doping-watchdog,https://www.aljazeera.com/sports/2025/1/9/us-withholds-wada-dues-calls-for-reforms-to-global-anti-doping-watchdog,The move comes in the wake of WADA’s controversial handling of positive doping tests by Chinese swimmers.,sports,neutral,0.9993394017219543
Crowd crush at India’s Tirupati temple kills six as thousands seek entry,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/crowd-crush-at-indias-tirupati-temple-kills-six-as-thousands-seek-entry,https://www.aljazeera.com/news/2025/1/9/crowd-crush-at-indias-tirupati-temple-kills-six-as-thousands-seek-entry,Dozens of others injured after thousands of devotees queue outside one of the most visited Hindu temples in south India.,news,neutral,0.6445148587226868
Japanese crime boss admits to conspiring to sell nuclear material to Iran,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/japanese-crime-boss-admits-to-conspiring-to-sell-nuclear-material-to-iran,https://www.aljazeera.com/news/2025/1/9/japanese-crime-boss-admits-to-conspiring-to-sell-nuclear-material-to-iran,Takeshi Ebisawa faces a maximum punishment of life in prison after pleading guilty to six counts in a Manhattan court.,news,neutral,0.998977541923523
"Chad say military foiled armed assault on presidential complex, 19 killed",9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/chad-say-military-foiled-armed-assault-on-presidential-complex-19-killed,https://www.aljazeera.com/news/2025/1/9/chad-say-military-foiled-armed-assault-on-presidential-complex-19-killed,The attack came just hours after China’s Foreign Minister Wang Yi met with government officials in the capital N’Djamena,news,neutral,0.9998001456260681
"Russia-Ukraine war: List of key events, day 1,050",9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/russia-ukraine-war-list-of-key-events-day-1050,https://www.aljazeera.com/news/2025/1/9/russia-ukraine-war-list-of-key-events-day-1050,"Here are the key developments on the 1,050th day of Russia’s full-scale invasion of Ukraine.",news,neutral,0.9998338222503662
Brazil marks the anniversary of the January 8 attack on its capital,9 Jan 2025,https://www.aljazeera.com/news/2025/1/9/brazil-marks-the-anniversary-of-the-january-8-attack-on-its-capital,https://www.aljazeera.com/news/2025/1/9/brazil-marks-the-anniversary-of-the-january-8-attack-on-its-capital,"President Lula attended the event to denounce the ‘coup’ against him, led by supporters of Jair Bolsonaro.",news,neutral,0.9995775818824768
Barcelona defeat Athletic without Olmo to reach Spanish Super Cup final,8 Jan 2025,https://www.aljazeera.com/sports/2025/1/8/barcelona-reach-the-final-of-the-supercopa-de-espana-with-a-2-0-win-against-athletic-bilbao-in-saudi-arabia,https://www.aljazeera.com/sports/2025/1/8/barcelona-reach-the-final-of-the-supercopa-de-espana-with-a-2-0-win-against-athletic-bilbao-in-saudi-arabia,Barcelona reach the final of the Spanish Super Cup with a 2-0 win against Athletic Bilbao in Saudi Arabia.,sports,positive,0.9914023280143738
"US Fed officials expected slower rate cuts in 2025, say December minutes",8 Jan 2025,https://www.aljazeera.com/economy/2025/1/8/us-fed-officials-expected-slower-rate-cuts-in-2025-say-december-minutes,https://www.aljazeera.com/economy/2025/1/8/us-fed-officials-expected-slower-rate-cuts-in-2025-say-december-minutes,Minutes of the December meeting show a division on decision to cut rates and the 0.25 percent cut was ‘close call’.,economy,neutral,0.9997777342796326
‘We must stand together’: European leaders warn Trump over Greenland threat,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/we-must-stand-together-european-leaders-warn-trump-over-greenland-threat,https://www.aljazeera.com/news/2025/1/8/we-must-stand-together-european-leaders-warn-trump-over-greenland-threat,"Trump’s refusal to rule out using military force, economic coercion to seize island causes disquiet, calls for unity.",news,negative,0.8584983348846436
Russian strike kills 13 in Ukraine’s Zaporizhzhia,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/russian-strike-kills-13-in-ukraines-zaporizhzhia,https://www.aljazeera.com/news/2025/1/8/russian-strike-kills-13-in-ukraines-zaporizhzhia,The attack came hours after Ukraine’s military struck a depot deep inside Russia.,news,neutral,0.9992934465408325
Industry groups sue over Biden ban on medical debt in credit reports,8 Jan 2025,https://www.aljazeera.com/economy/2025/1/8/industry-groups-sue-over-biden-ban-on-medical-debt-in-credit-reports,https://www.aljazeera.com/economy/2025/1/8/industry-groups-sue-over-biden-ban-on-medical-debt-in-credit-reports,"Consumer watchdog said new rule would lead to rising credit scores and an additional 22,000 low-cost mortgages annually.",economy,positive,0.7908221483230591
Israeli attacks kill dozens in Gaza as ceasefire talks continue,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/israeli-attacks-kill-46-in-gaza-as-ceasefire-talks-continue,https://www.aljazeera.com/news/2025/1/8/israeli-attacks-kill-46-in-gaza-as-ceasefire-talks-continue,"Death toll rises as Gaza healthcare further collapses, deadly raids continue in occupied West Bank.",news,negative,0.9873422384262085
US Justice Department to release only part of Trump investigation report,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/us-justice-department-to-release-only-part-of-trump-investigation-report,https://www.aljazeera.com/news/2025/1/8/us-justice-department-to-release-only-part-of-trump-investigation-report,"It’s unlikely that the rest of the report, on the mishandling of classified documents, will be released under Trump.",news,neutral,0.9998522996902466
"Spain’s Sanchez says Musk incites hatred, warns against fascism in Europe",8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/spains-sanchez-says-musk-incites-hatred-warns-against-fascism-in-europe,https://www.aljazeera.com/news/2025/1/8/spains-sanchez-says-musk-incites-hatred-warns-against-fascism-in-europe,Billionaire businessman Elon Musk has raised alarm across Europe with a string of attacks on the continent’s leaders.,news,negative,0.991328775882721
"Wildfires, evacuations across California’s Los Angeles: What we know",8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/wildfires-evacuations-across-californias-los-angeles-what-we-know,https://www.aljazeera.com/news/2025/1/8/wildfires-evacuations-across-californias-los-angeles-what-we-know,"With strong winds in California, the Palisades, Hurst and Eaton fires continue to blaze through Los Angeles.",news,neutral,0.8701702356338501
Trump asks US Supreme Court to halt sentencing in New York hush-money case,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/trump-asks-us-supreme-court-to-halt-sentencing-in-new-york-hush-money-case,https://www.aljazeera.com/news/2025/1/8/trump-asks-us-supreme-court-to-halt-sentencing-in-new-york-hush-money-case,US president-elect set to be sentenced in New York criminal case 10 days before beginning second term.,news,neutral,0.9998154044151306
Ukraine says ready to replace Hungary in EU and NATO,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/ukraine-says-ready-to-replace-hungary-in-eu-and-nato,https://www.aljazeera.com/news/2025/1/8/ukraine-says-ready-to-replace-hungary-in-eu-and-nato,Kyiv says it will fill in should Budapest elect to join Russian-led blocs instead.,news,neutral,0.9998382329940796
Why has the US accused Sudanese militias of genocide – but not Israel?,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/why-has-the-us-accused-sudanese-militias-of-genocide-but-not-israel,https://www.aljazeera.com/news/2025/1/8/why-has-the-us-accused-sudanese-militias-of-genocide-but-not-israel,The US says forces active within Sudan are guilty of many of the same war crimes that Israel is accused of.,news,neutral,0.9996204376220703
Fakhar Zaman confident of returning for Pakistan at ICC Champions Trophy,8 Jan 2025,https://www.aljazeera.com/sports/2025/1/8/fakhar-zaman-confident-of-returning-for-pakistan-at-icc-champions-trophy,https://www.aljazeera.com/sports/2025/1/8/fakhar-zaman-confident-of-returning-for-pakistan-at-icc-champions-trophy,The opener aims for comeback as the defending champions host their first ICC event in 29 years.,sports,neutral,0.9997286200523376
"Italian journalist Cecilia Sala released from Iran jail, returns home",8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/iran-releases-italian-journalist-cecilia-sala-from-jail,https://www.aljazeera.com/news/2025/1/8/iran-releases-italian-journalist-cecilia-sala-from-jail,Tehran denies Sala’s December 19 detainment was linked to an Iranian businessman’s arrest in Italy on a US warrant.,news,neutral,0.9996461868286133
Sudan’s military pushes back rebels in second city of Omdurman,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/sudans-military-pushes-back-rebels-in-second-city-of-omdurman,https://www.aljazeera.com/news/2025/1/8/sudans-military-pushes-back-rebels-in-second-city-of-omdurman,"Army takes control of RSF territories in Mansoura, Murabaat and Elfitihab, and seizes weapons and ammunition depot.",news,neutral,0.9997875094413757
"NATO, Gaza and Greenland: Key takeaways from Trump’s news conference",8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/nato-gaza-and-greenland-key-takeaways-from-trumps-news-conference,https://www.aljazeera.com/news/2025/1/8/nato-gaza-and-greenland-key-takeaways-from-trumps-news-conference,"Trump’s grandstanding covered Ukraine joining NATO, Israel’s war on Gaza, and Greenland.",news,neutral,0.9998624324798584
Five dead and thousands displaced as wildfires threaten Los Angeles area,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/thousands-flee-as-winds-drive-wildfires-into-los-angeles,https://www.aljazeera.com/news/2025/1/8/thousands-flee-as-winds-drive-wildfires-into-los-angeles,"More than 70,000 people have been forced to flee the flames as firefighters struggle to contain the wind-whipped blazes.",news,neutral,0.9770588278770447
Thai police hunt hitman for shooting of Cambodian opposition figure,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/thai-police-hunt-hitman-for-shooting-of-cambodian-opposition-figure,https://www.aljazeera.com/news/2025/1/8/thai-police-hunt-hitman-for-shooting-of-cambodian-opposition-figure,Bangkok police chief says initial investigation suggests a gunman was hired to carry out Tuesday’s shooting.,news,neutral,0.9997932314872742
EU blasts Russia for weaponising gas in Moldova,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/eu-blasts-russia-for-weaponising-gas-in-moldova,https://www.aljazeera.com/news/2025/1/8/eu-blasts-russia-for-weaponising-gas-in-moldova,Moscow blames Ukraine and Moldova for halting supplies; Chisinau suspects Russia seeks to influence upcoming election.,news,neutral,0.6289359927177429
"Russia gained 4,000sq km of Ukraine in 2024. How many soldiers did it lose?",8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/russia-gained-4000sq-km-of-ukraine-in-2024-how-many-soldiers-did-it-lose,https://www.aljazeera.com/news/2025/1/8/russia-gained-4000sq-km-of-ukraine-in-2024-how-many-soldiers-did-it-lose,"Verifying casualty figures for soldier in the Russia-Ukraine war is difficult, as experts call it ‘a war of narratives’.",news,neutral,0.9984265565872192
"What is HMPV, the respiratory virus surging in China?",8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/what-is-hmpv-the-respiratory-virus-surging-in-china,https://www.aljazeera.com/news/2025/1/8/what-is-hmpv-the-respiratory-virus-surging-in-china,HMPV infections are spreading in China while cases of flu-like disease have also been found in India and the UK.,news,neutral,0.9975704550743103
‘Even Mo Salah would struggle for goals at Spurs’,8 Jan 2025,https://www.aljazeera.com/sports/2025/1/8/even-salah-would-struggle-for-goals-at-spurs-tottenhams-postecoglou,https://www.aljazeera.com/sports/2025/1/8/even-salah-would-struggle-for-goals-at-spurs-tottenhams-postecoglou,Tottenham manager berates his team’s recent slump in form ahead of their League Cup semifinal against Liverpool.,sports,negative,0.9969622492790222
Rebuilding Syria’s economy: Can stability return after war?,8 Jan 2025,https://www.aljazeera.com/economy/2025/1/8/rebuilding-syrias-economy-can-stability-return-after-war,https://www.aljazeera.com/economy/2025/1/8/rebuilding-syrias-economy-can-stability-return-after-war,"Syria’s new leadership faces an economy devastated by war and sanctions, with inflation and a decimated currency.",economy,negative,0.9978014826774597
Turkiye threatens military action against Kurdish forces in Syria,8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/turkiye-threatens-military-action-against-kurdish-forces-in-syria,https://www.aljazeera.com/news/2025/1/8/turkiye-threatens-military-action-against-kurdish-forces-in-syria,Foreign Minister Fidan threatens military action against PKK-linked YPG group if they fail to meet Ankara’s demands.,news,neutral,0.8675077557563782
"Light aircraft crashes at tourist hotspot in Australia, killing 3",8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/light-aircraft-crashes-at-tourist-hotspot-in-australia-killing-3,https://www.aljazeera.com/news/2025/1/8/light-aircraft-crashes-at-tourist-hotspot-in-australia-killing-3,"Authorities say they are investigating the cause of the crash off island located near Perth, Western Australia.",news,neutral,0.9997544884681702
"With Trump looming, Pakistan braces for foreign policy challenges in 2025",8 Jan 2025,https://www.aljazeera.com/news/2025/1/8/with-trump-looming-pakistan-braces-for-foreign-policy-challenges-in-2025,https://www.aljazeera.com/news/2025/1/8/with-trump-looming-pakistan-braces-for-foreign-policy-challenges-in-2025,"Analysts predict a tough year, as Islamabad prepares for more US belligerence towards China, the closest Pakistan ally.",news,negative,0.9942845702171326
